iter	Logloss
491	0.2747665293
492	0.2747497162
493	0.2747242118
494	0.2746972067
495	0.2746886355
496	0.2746754038
497	0.2746634941
498	0.2746397104
499	0.274594728
500	0.2745647664
501	0.2745231951
502	0.2744514307
503	0.2744127924
504	0.2743696617
505	0.2743548652
506	0.2742927911
507	0.2742769446
508	0.2742534246
509	0.2742320457
510	0.2742260055
511	0.2742245923
512	0.2742131092
513	0.2741739107
514	0.2741688637
515	0.274120395
516	0.2740589735
517	0.2740287062
518	0.2739939602
519	0.2739623856
520	0.2739305354
521	0.2739012432
522	0.2738710291
523	0.2738614589
524	0.2738183627
525	0.2737886406
526	0.2737706437
527	0.2737669671
528	0.2737356343
529	0.273684019
530	0.2736467578
531	0.2736189248
532	0.2735904162
533	0.2735552777
534	0.2735228567
535	0.2734794458
536	0.2734522369
537	0.2734433968
538	0.2734325699
539	0.2734135778
540	0.2733818341
541	0.2733702678
542	0.2733469651
543	0.2733167586
544	0.2732785063
545	0.2732766702
546	0.273271024
547	0.2732684929
548	0.2732578126
549	0.2732233167
550	0.2732074439
551	0.2731769371
552	0.2731688882
553	0.273163048
554	0.2731325453
555	0.2731084144
556	0.2730468664
557	0.2730106958
558	0.2730086832
559	0.2730038316
560	0.272998678
561	0.2729917938
562	0.2729888227
563	0.2729878189
564	0.2729758449
565	0.2729544957
566	0.2729038855
567	0.2728790228
568	0.2728468848
569	0.2728411156
570	0.2728087129
571	0.2728044365
572	0.2727567415
573	0.2727525666
574	0.2727416917
575	0.2727260406
576	0.2727106736
577	0.2726909646
578	0.2726708533
579	0.272650455
580	0.2726428552
581	0.2726053943
582	0.2725909519
583	0.2725817
584	0.2725432987
585	0.2725076943
586	0.2724869738
587	0.2724545559
588	0.2724052545
589	0.2723620509
590	0.2723377863
591	0.2723288914
592	0.2723131224
593	0.2722934543
594	0.272250987
595	0.27221393
596	0.2721724774
597	0.2721627615
598	0.2721557068
599	0.27214958
600	0.2721320752
601	0.2721297173
602	0.2721247671
603	0.2721124804
604	0.2720872967
605	0.272085624
606	0.2720800482
607	0.2720755202
608	0.2720731975
609	0.2720467289
610	0.2720218214
611	0.2719786166
612	0.2719524388
613	0.2719140089
614	0.2718856753
615	0.2718773247
616	0.2718579946
617	0.2718250997
618	0.2718130644
619	0.2717623375
620	0.2717188482
621	0.2716702614
622	0.2716460618
623	0.2716353067
624	0.2716175808
625	0.2715993358
626	0.2715897361
627	0.2715834166
628	0.2715596227
629	0.271549835
630	0.2715389056
631	0.2714991601
632	0.2714553557
633	0.2714228129
634	0.2713919382
635	0.2713578547
636	0.2713319359
637	0.2712876784
638	0.2712792052
639	0.2712636933
640	0.2712504421
641	0.2712426461
642	0.271210331
643	0.2711725535
644	0.2711530328
645	0.2711385575
646	0.2710711745
647	0.2710622948
648	0.2710244484
649	0.2709926989
650	0.2709663343
651	0.2709244366
652	0.270901891
653	0.2708484156
654	0.2708105385
655	0.2707969282
656	0.2707948937
657	0.2707699992
658	0.27074544
659	0.2707415438
660	0.2707169153
661	0.2706784901
662	0.2706640975
663	0.2706562255
664	0.2706367487
665	0.2706282168
666	0.27060192
667	0.2705615409
668	0.2705384639
669	0.2704777891
670	0.2704225797
671	0.2704066321
672	0.2703610201
673	0.2703069732
674	0.2702928218
675	0.2702547688
676	0.2702040436
677	0.2701914291
678	0.2701849422
679	0.2701502751
680	0.2701338569
681	0.2701069984
682	0.2700447551
683	0.2700415139
684	0.2699938785
685	0.2699470622
686	0.2699160183
687	0.2698969067
688	0.2698961765
689	0.2698719658
690	0.2698494863
691	0.2698301999
692	0.269800362
693	0.2697664775
694	0.2697615636
695	0.2697597607
696	0.2697342127
697	0.2697145984
698	0.2697088431
699	0.2696543823
700	0.269615501
701	0.2695872431
702	0.269556478
703	0.2695518794
704	0.2694821445
705	0.2694376233
706	0.2693986123
707	0.2693307445
708	0.2692775565
709	0.2692409612
710	0.2692244338
711	0.269213974
712	0.2691857531
713	0.2691839346
714	0.2691700649
715	0.2691170136
716	0.2690866505
717	0.269076979
718	0.2690709715
719	0.2690391032
720	0.2690197647
721	0.2689728428
722	0.2689655834
723	0.2689544494
724	0.2689443025
725	0.2689396267
726	0.2689000799
727	0.2688480323
728	0.268845154
729	0.2688349773
730	0.2688280493
731	0.2687974682
732	0.2687670725
733	0.2687595796
734	0.268736526
735	0.2687067249
736	0.2687005574
737	0.2686480619
738	0.26863758
739	0.2686357422
740	0.2686308903
741	0.2686069487
742	0.2685265508
743	0.2685228635
744	0.2685137681
745	0.2685068658
746	0.2685000588
747	0.2684655603
748	0.2684165365
749	0.2684021606
750	0.2683734837
751	0.2683302825
752	0.2683189737
753	0.2682575455
754	0.2682304826
755	0.2681825055
756	0.2681497845
757	0.2681179376
758	0.2680882084
759	0.2680744299
760	0.2680375496
761	0.2680153111
762	0.2680004864
763	0.2679831803
764	0.2679549203
765	0.2679324301
766	0.2679045255
767	0.2679029
768	0.267893673
769	0.2678602706
770	0.2678251579
771	0.2678086707
772	0.2677933615
773	0.2677615255
774	0.2677500198
775	0.2677364562
776	0.2677204916
777	0.2676509581
778	0.2676212608
779	0.2675834028
780	0.2675496207
781	0.2675302499
782	0.2674807346
783	0.2674398859
784	0.26739795
785	0.2673943127
786	0.2673871189
787	0.267371918
788	0.2673088532
789	0.2672910383
790	0.2672586738
791	0.2672446689
792	0.2672373915
793	0.2672226775
794	0.2672085138
795	0.2671758307
796	0.2671337488
797	0.267115123
798	0.2671145481
799	0.2671064733
800	0.2670681684
801	0.2670132977
802	0.2669995905
803	0.2669835091
804	0.266972298
805	0.2669615316
806	0.2669499711
807	0.2669395495
808	0.26691209
809	0.2669102438
810	0.2669082996
811	0.266875632
812	0.2668569572
813	0.2668444315
814	0.2668381168
815	0.2668034032
816	0.2667846249
817	0.2667779374
818	0.2667439097
819	0.2666857323
820	0.2666705199
821	0.2666691859
822	0.2666647556
823	0.2666300758
824	0.2666093848
825	0.2665647139
826	0.2665469391
827	0.2665369837
828	0.2665290564
829	0.2664969236
830	0.266474213
831	0.2664647408
832	0.2664497586
833	0.2664394343
834	0.2664302948
835	0.2664082223
836	0.2663598917
837	0.2663054894
838	0.2663030315
839	0.2662935996
840	0.266269753
841	0.2662638857
842	0.2662145925
843	0.2662054194
844	0.2661772056
845	0.2661714857
846	0.2661451431
847	0.2661352603
848	0.2661069024
849	0.2660684633
850	0.2660523562
851	0.2660259489
852	0.2659988642
853	0.2659700972
854	0.2659637032
855	0.2659547841
856	0.2659139487
857	0.2658866864
858	0.26586469
859	0.2658090073
860	0.2657757044
861	0.2657541445
862	0.2657382763
863	0.2657242695
864	0.2657082239
865	0.2656819611
866	0.2656653981
867	0.2656088987
868	0.2655940486
869	0.2655662367
870	0.2655222693
871	0.265511197
872	0.2654959987
873	0.2654615263
874	0.2654271748
875	0.2654044118
876	0.2653569751
877	0.2653222505
878	0.2653099537
879	0.2652852385
880	0.2652582096
881	0.2652201695
882	0.2652010194
883	0.2651859297
884	0.2651561924
885	0.2651350868
886	0.2651055359
887	0.2650883595
888	0.2650832762
889	0.2650784166
890	0.2650649278
891	0.265058836
892	0.2650197668
893	0.2650157953
894	0.2649956677
895	0.2649564439
896	0.2648896393
897	0.2648858835
898	0.2648599818
899	0.2648326145
900	0.2648139828
901	0.2648007778
902	0.264763307
903	0.2647158435
904	0.2647036992
905	0.2646866381
906	0.2646504043
907	0.264620094
908	0.2646110703
909	0.2646077131
910	0.2646058775
911	0.2645756624
912	0.2645541936
913	0.2645335181
914	0.2645061103
915	0.2644729959
916	0.2644466552
917	0.2644072555
918	0.2643923314
919	0.2643802758
920	0.2643751929
921	0.2643599397
922	0.2643494855
923	0.2643001324
924	0.2642705104
925	0.2642197222
926	0.2641957504
927	0.2641532622
928	0.2641214129
929	0.2641043635
930	0.2640792259
931	0.2640561311
932	0.2640392987
933	0.2640188018
934	0.2639800741
935	0.2639754682
936	0.2639723313
937	0.2639482757
938	0.2639099032
939	0.2639001545
940	0.2638809177
941	0.2638652618
942	0.2638517068
943	0.2638317915
944	0.2638183818
945	0.2638071562
946	0.263786498
947	0.2637133697
948	0.2636977739
949	0.2636614412
950	0.2636402623
951	0.2636052896
952	0.263561889
953	0.2635440243
954	0.2635156854
955	0.2635069607
956	0.2634930072
957	0.2634272861
958	0.263420232
959	0.2634162757
960	0.2633945966
961	0.2633887827
962	0.2633694155
963	0.2632942227
964	0.2632560385
965	0.2632228429
966	0.2632093209
967	0.263192072
968	0.263187571
969	0.2631649881
970	0.263155783
971	0.2631546532
972	0.2631387821
973	0.2631294318
974	0.2631196324
975	0.2630960983
976	0.2630921038
977	0.263077251
978	0.2630641124
979	0.2630621372
980	0.2630347992
981	0.2630272463
982	0.263006685
983	0.2629826634
984	0.2629391675
985	0.2629217765
986	0.2629068187
987	0.2628541055
988	0.2628393425
989	0.2628217624
990	0.2628204804
991	0.2628129565
992	0.262810899
993	0.2627965211
994	0.2627738573
995	0.2627543139
996	0.2627217182
997	0.2626621403
998	0.2625938476
999	0.2625579496
